id,company_name,company_type,website,aum_crores,last_year_revenue,is_listed,stock_symbol,primary_loan_segments,primary_product,product_types,hq_location,hq_state,operating_states,operating_intensity,pan_india,rbi_category,rbi_registration_number,established_year,employee_count,branch_count,phone,email,quality_score,data_source,extraction_status,error,created_at,rbi_verified,rbi_status,rbi_merge_note,parent_bank,reg_validation_tier,phone_valid,email_valid,website_entity_match,financial_source,contact_source,geo_source,confidence_score,onboarding_tier,risk_flags,extraction_version,schema_version,validation_version
480,RBL Bank Limited,Private Bank,https://www.rblbank.com/,,,True,RBLBANK,"[""Business Loan"", ""Credit Card"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Micro Loan"", ""Microfinance"", ""Personal Loan"", ""Rural Loan"", ""Two Wheeler Loan"", ""Vehicle Loan"", ""Working Capital""]",Banking Services,"[""Business Loan"", ""Credit Card"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Micro Loan"", ""Microfinance"", ""Personal Loan"", ""Rural Loan"", ""Two Wheeler Loan"", ""Vehicle Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Private Bank,PORATE,1943,12994,,7045906905,,0.9,scraper+gemini,success,,2026-04-03T12:37:53.916721,False,active,,,format_only,True,False,True,none,scraper_high,scraper_high,0.6,provisional_lender,"[""weak_rbi_validation""]",v4.0,bank_v2,v5
481,South Indian Bank Limited,Private Bank,https://www.southindianbank.com,,,True,SIB,"[""Agriculture Loan"", ""Business Loan"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Vehicle Loan"", ""Working Capital""]",Banking Services,"[""Agriculture Loan"", ""Business Loan"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Vehicle Loan"", ""Working Capital""]","Thrissur, Kerala",Kerala,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Private Bank,RESPONDENT,1929,9090,,18001029408,,0.9,scraper+gemini,success,,2026-04-03T12:38:30.905801,False,active,,,format_only,False,False,True,none,scraper_high,scraper_high,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
482,Tamilnad Mercantile Bank Limited,Private Bank,https://www.tmb.in/,,,True,TMB,"[""MSME Loan"", ""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Loan Against Property"", ""Agriculture Loan""]",,"[""MSME Loan"", ""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Loan Against Property"", ""Agriculture Loan""]","Thoothukudi, Tamil Nadu",Tamil Nadu,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Private Bank,,1921,5200,,,,0.7,scraper+gemini,success,,2026-04-03T12:38:51.584450,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
483,YES Bank Limited,Private Bank,https://www.yesbank.in,,,True,YESBANK,"[""MSME Loan"", ""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Loan Against Property"", ""Working Capital"", ""Agriculture Loan"", ""Credit Card""]",Banking Services,"[""MSME Loan"", ""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Gold Loan"", ""Education Loan"", ""Loan Against Property"", ""Working Capital"", ""Agriculture Loan"", ""Credit Card""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Private Bank,,2004,28000,,,,0.7,scraper+gemini,success,,2026-04-03T12:39:08.278587,False,restricted,Restricted as of 2020-03-05,,format_only,False,False,True,none,none,gemini,0.15,provisional_lender,"[""no_contact"", ""weak_rbi_validation"", ""rbi_restricted""]",v4.0,bank_v2,v5
484,IDBI Bank Limited,Private Bank,https://www.idbibank.in/,,,True,IDBI,"[""Agriculture Loan"", ""Business Loan"", ""Consumer Durable Loan"", ""Credit Card"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Supply Chain Finance"", ""Vehicle Loan"", ""Working Capital""]",Loans,"[""Agriculture Loan"", ""Business Loan"", ""Consumer Durable Loan"", ""Credit Card"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Supply Chain Finance"", ""Vehicle Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Private Bank,PORATE,1964,18712,,,webmaster@idbi.co.in,0.9,scraper+gemini,success,,2026-04-03T12:39:34.244571,False,active,,,format_only,False,True,True,none,scraper_high,scraper_high,0.6,provisional_lender,"[""weak_rbi_validation"", ""email_domain_mismatch""]",v4.0,bank_v2,v5
485,AB Bank PLC,Foreign Bank,https://www.abbank.com.bd/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking and Trade Finance,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,1996,,,,,0.5,scraper+gemini,success,,2026-04-03T12:39:51.708639,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
486,American Express Banking Corporation,Foreign Bank,https://www.americanexpress.com/en-in/,,,False,,"[""Credit Card""]",Credit Cards,"[""Credit Card""]","Gurugram, Haryana",Haryana,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,PORATE,1998,,,,technologies.group.counsel@aexp.com,0.7,scraper+gemini,success,,2026-04-03T12:40:30.766532,False,active,,,format_only,False,True,True,none,scraper_high,gemini,0.6,provisional_lender,"[""weak_rbi_validation"", ""email_domain_mismatch""]",v4.0,bank_v2,v5
487,Australia and New Zealand banking group ltd,Foreign Bank,https://www.anz.com/india/en/,,,True,ANZ,"[""Business Loan"", ""Credit Card"", ""Home Loan"", ""MSME Loan"", ""Personal Loan"", ""Supply Chain Finance"", ""Working Capital""]",Corporate and Institutional Banking Services,"[""Business Loan"", ""Credit Card"", ""Home Loan"", ""MSME Loan"", ""Personal Loan"", ""Supply Chain Finance"", ""Working Capital""]",Melbourne,,"[""Maharashtra""]",Single State,False,Foreign Bank,PORATE,1970,,,,,0.6,scraper+gemini,success,,2026-04-03T12:40:46.807552,False,active,,,format_only,False,False,False,none,scraper_high,scraper_high,0.0,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
488,Bank of America,Foreign Bank,https://www.bankofamerica.com/india/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi"", ""Tamil Nadu"", ""Karnataka"", ""Telangana"", ""West Bengal""]",Regional,False,Foreign Bank,,1964,,,,,0.5,scraper+gemini,success,,2026-04-03T12:47:34.358650,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
489,Bank of Bahrain and Kuwait B.S.C,Foreign Bank,https://www.bbkonline.com/india,,,True,BBK,"[""Business Loan"", ""Credit Card"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Vehicle Loan"", ""Working Capital""]",,"[""Business Loan"", ""Credit Card"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Vehicle Loan"", ""Working Capital""]",Manama,,"[""Maharashtra"", ""Telangana"", ""Kerala"", ""Delhi""]",Regional,False,Foreign Bank,PORATE,1971,100,,,,0.7,scraper+gemini,success,,2026-04-03T12:47:55.497410,False,active,,,format_only,False,False,False,none,none,none,0.0,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
490,"Bank of Ceylon No. 20/21, Casa Major",Foreign Bank,https://www.bankofceylon.lk/,,,False,,"[""Working Capital"", ""Business Loan""]",Corporate Banking,"[""Working Capital"", ""Business Loan""]","Chennai, Tamil Nadu",Tamil Nadu,"[""Tamil Nadu""]",Single State,False,Foreign Bank,,1995,,,,,0.5,scraper+gemini,success,,2026-04-03T12:48:35.963934,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
491,"Bank of Nova Scotia 93-94, 3 North Avenue, Maker Maxity, Bandra Kurla",Foreign Bank,https://www.scotiabank.com/in/en/business-banking.html,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi""]",Regional,False,Foreign Bank,,1996,,,,,0.5,scraper+gemini,success,,2026-04-03T12:48:54.234414,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
492,Bank of China Limited,Foreign Bank,https://www.bankofchina.com/in/,,,True,3988,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""West Bengal""]",Regional,False,Foreign Bank,,1912,,,,,0.6,scraper+gemini,success,,2026-04-03T12:49:15.273675,False,active,,,format_only,False,False,True,none,none,scraper_high,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
493,Barclays Bank Plc,Foreign Bank,https://www.barclays.in/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,PORATE,1990,,,,customerservices@barclays.com,0.7,scraper+gemini,success,,2026-04-03T12:49:41.882223,False,active,,,format_only,False,True,True,none,scraper_high,scraper_high,0.6,provisional_lender,"[""weak_rbi_validation""]",v4.0,bank_v2,v5
494,BNP Paribas,Foreign Bank,https://www.bnpparibas.in/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate & Institutional Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi"", ""Tamil Nadu"", ""West Bengal"", ""Karnataka"", ""Telangana"", ""Gujarat""]",Regional,False,Foreign Bank,,1860,,,,,0.5,scraper+gemini,success,,2026-04-03T12:50:04.583693,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
495,Citibank N.A,Foreign Bank,https://www.online.citibank.co.in/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Banking Services,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,,1902,3600,,,,0.6,scraper+gemini,success,,2026-04-03T12:50:24.004978,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
496,Cooperatieve Rabobank U.A,Foreign Bank,https://www.rabobank.com/in/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Food & Agri Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi""]",Regional,False,Foreign Bank,,2009,,,,,0.5,scraper+gemini,success,,2026-04-03T12:50:38.704845,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
497,Credit Agricole Corporate and Investment Bank,Foreign Bank,https://www.ca-cib.com/locations/asia-pacific/india,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Karnataka""]",Regional,False,Foreign Bank,,1981,,,,,0.5,scraper+gemini,success,,2026-04-03T12:51:31.392780,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
498,"CTBC Bank Co., Limited",Foreign Bank,https://www.ctbcbank.co.in/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Business Loan,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,1996,,,,,0.5,scraper+gemini,success,,2026-04-03T12:52:35.111426,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
499,DBS Bank India Limited,Foreign Bank,https://www.dbs.com/india/default.page,,,False,,"[""Business Loan"", ""Credit Card"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Supply Chain Finance"", ""Vehicle Loan"", ""Working Capital""]",Full-service Banking,"[""Business Loan"", ""Credit Card"", ""Education Loan"", ""Gold Loan"", ""Home Loan"", ""Loan Against Property"", ""MSME Loan"", ""Personal Loan"", ""Supply Chain Finance"", ""Vehicle Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,PORATE,2018,10000,350,,,0.7,scraper+gemini,success,,2026-04-03T12:52:51.227662,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
500,Deutsche Bank A.G,Foreign Bank,https://www.db.com/india/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Delhi"", ""Karnataka"", ""Tamil Nadu"", ""West Bengal"", ""Gujarat"", ""Haryana""]",Regional,False,Foreign Bank,PORATE,1980,4000,,,,0.7,scraper+gemini,success,,2026-04-03T12:53:20.650935,False,active,,,format_only,False,False,False,none,none,scraper_high,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
501,Doha Bank Q.P.S.C,Foreign Bank,https://www.dohabank.co.in/,,,True,DHBK,"[""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Loan Against Property"", ""Working Capital"", ""Supply Chain Finance""]",,"[""Personal Loan"", ""Home Loan"", ""Business Loan"", ""Vehicle Loan"", ""Loan Against Property"", ""Working Capital"", ""Supply Chain Finance""]",Doha,,"[""Maharashtra"", ""Tamil Nadu"", ""Kerala""]",Regional,False,Foreign Bank,,1979,,,,,0.5,scraper+gemini,success,,2026-04-03T12:53:56.973064,False,active,,,format_only,False,False,True,none,none,none,0.25,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
502,Emirates NBD Bank P.J.S.C,Foreign Bank,https://www.emiratesnbd.com/en/india,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2017,,,,,0.5,scraper+gemini,success,,2026-04-03T12:54:17.393548,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
503,First Abu Dhabi Bank PJSC Unit,Foreign Bank,https://www.bankfab.com/en-in/india,,,False,,"[""Working Capital"", ""Supply Chain Finance"", ""Business Loan""]",Corporate Banking,"[""Working Capital"", ""Supply Chain Finance"", ""Business Loan""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2013,,,,,0.5,scraper+gemini,success,,2026-04-03T12:54:49.524144,False,active,,,format_only,False,False,False,none,none,gemini,0.05,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
504,FirstRand Bank Limited,Foreign Bank,https://www.firstrand.co.in/,,,False,,"[""Working Capital"", ""Business Loan""]",Corporate & Investment Banking,"[""Working Capital"", ""Business Loan""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra""]",Single State,False,Foreign Bank,,2009,,,,,0.5,scraper+gemini,success,,2026-04-03T13:00:15.025838,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
,Hong Kong and Shanghai Banking Corporation Limited,Foreign Bank,https://www.hsbc.co.in/,,,False,,"[""Business Loan"", ""Credit Card"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Rural Loan"", ""Working Capital""]",Banking Services,"[""Business Loan"", ""Credit Card"", ""Home Loan"", ""Loan Against Property"", ""Personal Loan"", ""Rural Loan"", ""Working Capital""]","Mumbai, Maharashtra",Maharashtra,"[""Andhra Pradesh"", ""Arunachal Pradesh"", ""Assam"", ""Bihar"", ""Chhattisgarh"", ""Goa"", ""Gujarat"", ""Haryana"", ""Himachal Pradesh"", ""Jharkhand"", ""Karnataka"", ""Kerala"", ""Madhya Pradesh"", ""Maharashtra"", ""Manipur"", ""Meghalaya"", ""Mizoram"", ""Nagaland"", ""Odisha"", ""Punjab"", ""Rajasthan"", ""Sikkim"", ""Tamil Nadu"", ""Telangana"", ""Tripura"", ""Uttar Pradesh"", ""Uttarakhand"", ""West Bengal"", ""Delhi"", ""Jammu & Kashmir"", ""Ladakh"", ""Puducherry"", ""Chandigarh"", ""Dadra and Nagar Haveli"", ""Lakshadweep"", ""Andaman and Nicobar Islands""]",Pan India,True,Foreign Bank,PORATION,1853,39000,,,,0.7,scraper+gemini,rejected,Capability violation: Foreign Bank cannot offer 'Rural Loan',2026-04-03T13:00:45.814052,False,active,,,format_only,False,False,False,none,none,scraper_high,0.05,rejected_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
505,Industrial and Commercial Bank of China Limited,Foreign Bank,https://www.icbc.com.cn/icbc/overseas/india/,,,True,1398.HK,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Beijing,,"[""Maharashtra"", ""Delhi""]",Regional,False,Foreign Bank,,1984,,,,,0.5,scraper+gemini,success,,2026-04-03T13:01:01.573412,False,active,,,format_only,False,False,False,none,none,none,0.0,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
506,Industrial Bank of Korea,Foreign Bank,https://www.ibk.co.kr,,,True,024110,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Corporate Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Seoul,,"[""Delhi"", ""Tamil Nadu""]",Regional,False,Foreign Bank,,1961,,,,,0.5,scraper+gemini,success,,2026-04-03T13:01:23.471108,False,active,,,format_only,False,False,False,none,none,none,0.0,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
507,J.P. Morgan Chase Bank N.A,Foreign Bank,https://www.jpmorgan.com/IN/en/,,,False,,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]",Wholesale Banking,"[""Business Loan"", ""Working Capital"", ""Supply Chain Finance""]","Mumbai, Maharashtra",Maharashtra,"[""Maharashtra"", ""Karnataka"", ""Tamil Nadu"", ""Haryana"", ""Telangana"", ""West Bengal"", ""Delhi""]",Regional,False,Foreign Bank,,1922,,,,,0.5,scraper+gemini,success,,2026-04-03T13:01:47.728165,False,active,,,format_only,False,False,True,none,none,gemini,0.35,provisional_lender,"[""no_contact"", ""weak_rbi_validation""]",v4.0,bank_v2,v5
