lender_id,lender_name,product_name,loan_type,loan_amount_min,loan_amount_max,credit_score_min,credit_score_max,min_age,max_age,employment_types,min_monthly_income,min_annual_turnover,min_business_vintage,interest_rate_min,interest_rate_max,tenure_min,tenure_max,processing_fee,prepayment_allowed,collateral_required,collateral_types,eligible_states,eligibility_notes,completeness_score,data_source,source_url,approval_status,source_confidence,version,product_name_normalized,review_priority,kyc_pan_required,kyc_aadhaar_required,kyc_gstin_required,kyc_itr_years,extraction_timestamp
646,Chaplot Finance Limited,Two Wheeler Loan,Two Wheeler Loan,,,,,18,65,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],"[""Maharashtra""]",,0.2,gemini,https://www.chaplot.in,needs_review,low,1,two wheeler loan,medium,True,True,,,2026-04-03T15:29:54.383343
647,Chauhan Holdings (P) Ltd,Home Loan,Home Loan,,,,,,,[],,,,,,,,,,,[],"[""Andhra Pradesh"", ""Bihar"", ""Delhi"", ""Gujarat"", ""Haryana"", ""Karnataka"", ""Maharashtra"", ""Punjab"", ""Rajasthan"", ""Tamil Nadu""]",,0.1,gemini,https://kapoorandchauhan.in/resources/Forms/NBFC_Forms/NBFC_Forms.aspx,needs_review,low,1,home loan,medium,,,,,2026-04-03T15:30:09.181393
647,Chauhan Holdings (P) Ltd,Vehicle Loan,Vehicle Loan,,,,,,,[],,,,,,,,,,,[],"[""Andhra Pradesh"", ""Bihar"", ""Delhi"", ""Gujarat"", ""Haryana"", ""Karnataka"", ""Maharashtra"", ""Punjab"", ""Rajasthan"", ""Tamil Nadu""]",,0.1,gemini,https://kapoorandchauhan.in/resources/Forms/NBFC_Forms/NBFC_Forms.aspx,needs_review,low,1,vehicle loan,medium,,,,,2026-04-03T15:30:09.181531
648,Cheraman Financial Services Limited,Vehicle Loan,Vehicle Loan,,,,,21,65,"[""salaried"", ""self_employed_professional"", ""business""]",,,,12.0,,,60,,,True,"[""vehicle""]","[""Kerala""]",Loan amount up to 80% of the vehicle's value.,0.5,gemini,https://cheraman.com,needs_review,medium,1,vehicle loan,low,True,True,,,2026-04-03T15:30:49.411212
649,Chhajer Credit & Investments Private Limited,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""Gujarat""]",,0.1,gemini,https://chhajerandcompany.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:31:06.904617
650,Chhotaria Securities  Pvt.  Ltd.,MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,gemini,https://www.chhotariasecurities.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:31:23.773909
650,Chhotaria Securities  Pvt.  Ltd.,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,gemini,https://www.chhotariasecurities.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:31:23.774103
650,Chhotaria Securities  Pvt.  Ltd.,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],[],,0.0,gemini,https://www.chhotariasecurities.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:31:23.774245
651,Chinmay Finlease Ltd,Consumer Durable Loan,Consumer Durable Loan,,1.0,,,21,60,"[""salaried"", ""self-employed""]",15.0,,,,,,12,,True,False,[],[],,0.3,gemini,https://www.chinmayfinlease.com,needs_review,medium,1,consumer durable loan,low,True,True,False,2,2026-04-03T15:31:46.817425
651,Chinmay Finlease Ltd,Personal Loan,Personal Loan,,2.0,,,21,60,"[""salaried"", ""self-employed""]",20.0,,,,,,24,,True,False,[],[],,0.3,gemini,https://www.chinmayfinlease.com,needs_review,medium,1,personal loan,low,True,True,False,2,2026-04-03T15:31:46.817680
652,Chintamani Finlease Ltd.,Business Loan,Business Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:32:15.232765
652,Chintamani Finlease Ltd.,MSME Loan,MSME Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:32:15.233514
652,Chintamani Finlease Ltd.,Gold Loan,Gold Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,gold loan,medium,,,,,2026-04-03T15:32:15.233911
652,Chintamani Finlease Ltd.,Vehicle Loan,Vehicle Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,vehicle loan,medium,,,,,2026-04-03T15:32:15.234248
652,Chintamani Finlease Ltd.,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:32:15.235199
652,Chintamani Finlease Ltd.,Personal Loan,Personal Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:32:15.235413
652,Chintamani Finlease Ltd.,Rural Loan,Rural Loan,,,,,,,"[""agriculture""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,rural loan,medium,,,,,2026-04-03T15:32:15.235554
653,Chintamani Holdings (P) Ltd,Business Loan,Business Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:32:41.698288
653,Chintamani Holdings (P) Ltd,Gold Loan,Gold Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,gold loan,medium,,,,,2026-04-03T15:32:41.698360
653,Chintamani Holdings (P) Ltd,Vehicle Loan,Vehicle Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,vehicle loan,medium,,,,,2026-04-03T15:32:41.698410
653,Chintamani Holdings (P) Ltd,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:32:41.698457
653,Chintamani Holdings (P) Ltd,Personal Loan,Personal Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:32:41.698505
653,Chintamani Holdings (P) Ltd,Rural Loan,Rural Loan,,,,,,,"[""agriculture""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.chintamanifinlease.com,needs_review,low,1,rural loan,medium,,,,,2026-04-03T15:32:41.698551
654,Cholamandalam Investment and Finance Company Limited,Business Loan,Business Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.cholamandalam.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:33:15.642227
654,Cholamandalam Investment and Finance Company Limited,MSME Loan,MSME Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.cholamandalam.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:33:15.642412
654,Cholamandalam Investment and Finance Company Limited,Home Loan,Home Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.cholamandalam.com,needs_review,low,1,home loan,medium,,,,,2026-04-03T15:33:15.642523
654,Cholamandalam Investment and Finance Company Limited,Gold Loan,Gold Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.cholamandalam.com,needs_review,low,1,gold loan,medium,,,,,2026-04-03T15:33:15.642629
654,Cholamandalam Investment and Finance Company Limited,Vehicle Loan,Vehicle Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.cholamandalam.com,needs_review,low,1,vehicle loan,medium,,,,,2026-04-03T15:33:15.642735
654,Cholamandalam Investment and Finance Company Limited,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.cholamandalam.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:33:15.642850
655,Churchgate Investments & Trading Co Pvt Ltd,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""Maharashtra""]",,0.1,gemini,https://www.churchgateinvestments.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:33:40.670355
655,Churchgate Investments & Trading Co Pvt Ltd,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,True,"[""property""]","[""Maharashtra""]",,0.1,gemini,https://www.churchgateinvestments.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:33:40.670536
655,Churchgate Investments & Trading Co Pvt Ltd,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""Maharashtra""]",,0.1,gemini,https://www.churchgateinvestments.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:33:40.670662
656,CI Capital Private Limited,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""Madhya Pradesh""]",,0.1,gemini,https://cicapitalindia.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:34:01.686817
656,CI Capital Private Limited,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,True,"[""property""]","[""Madhya Pradesh""]",,0.1,gemini,https://cicapitalindia.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:34:01.687014
656,CI Capital Private Limited,MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],"[""Madhya Pradesh""]",,0.1,gemini,https://cicapitalindia.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:34:01.687136
656,CI Capital Private Limited,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""Madhya Pradesh""]",,0.1,gemini,https://cicapitalindia.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:34:01.687248
657,Cicago Commodities Pvt Ltd,EV Loan,EV Loan,,,,,18,65,"[""salaried"", ""self-employed"", ""business""]",,,,,,,,,,,[],"[""West Bengal""]",Valid Driving License,0.3,gemini,https://cicago.co.in,needs_review,low,1,ev loan,medium,True,True,,,2026-04-03T15:34:40.997271
657,Cicago Commodities Pvt Ltd,MSME Loan,MSME Loan,,,,,,,"[""business""]",,,2,,,,,,,,[],"[""West Bengal""]",Business registered in India,0.3,gemini,https://cicago.co.in,needs_review,low,1,msme loan,medium,True,True,,2,2026-04-03T15:34:40.997452
657,Cicago Commodities Pvt Ltd,Rural Loan,Rural Loan,,,,,18,65,"[""agriculture"", ""business"", ""salaried"", ""self-employed""]",,,,,,,,,,,[],"[""West Bengal""]",Residing in a rural area,0.3,gemini,https://cicago.co.in,needs_review,low,1,rural loan,medium,True,True,,,2026-04-03T15:34:40.997536
657,Cicago Commodities Pvt Ltd,Working Capital,Working Capital,,,,,,,"[""business""]",,,2,,,,,,,,[],"[""West Bengal""]",Business registered in India,0.3,gemini,https://cicago.co.in,needs_review,low,1,working capital,medium,True,True,,2,2026-04-03T15:34:40.997608
658,Circassia Pacific Finance Ltd.,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi""]",,0.1,gemini,http://circassiapacific.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:34:57.226302
659,Citizen Moneyline (India) Ltd.,Gold Loan,Gold Loan,0.1,,,,18,,[],,,,12.0,,,12,0.5,True,True,[],"[""Kerala""]",Applicant must be an Indian Citizen.,0.5,gemini,https://citizenmoneyline.com,needs_review,medium,1,gold loan,low,True,True,,,2026-04-03T15:35:16.550049
660,Citra Financials Private Limited,Business Loan,Business Loan,,,,,,,"[""business"", ""self-employed""]",,10.0,2,,,,,,,False,[],[],Business must be registered and have all necessary licenses.,0.2,gemini,https://www.citra.co.in,needs_review,low,1,business loan,medium,True,True,True,2,2026-04-03T15:35:58.952564
660,Citra Financials Private Limited,MSME Loan,MSME Loan,,,,,,,"[""business"", ""self-employed""]",,5.0,1,,,,,,,False,[],[],Business must be registered as an MSME.,0.2,gemini,https://www.citra.co.in,needs_review,low,1,msme loan,medium,True,True,True,1,2026-04-03T15:35:58.952734
660,Citra Financials Private Limited,Personal Loan,Personal Loan,,,,,21,60,"[""salaried"", ""self-employed""]",20.0,,,,,,,,,False,[],[],Indian citizen.,0.2,gemini,https://www.citra.co.in,needs_review,low,1,personal loan,medium,True,True,,1,2026-04-03T15:35:58.952948
661,Classic Growers  Ltd.,Home Loan,Home Loan,,,,,,,[],,,,,,,,,,,[],"[""Andhra Pradesh"", ""Bihar"", ""Delhi"", ""Gujarat"", ""Haryana"", ""Karnataka"", ""Maharashtra"", ""Punjab"", ""Rajasthan"", ""Tamil Nadu""]",,0.1,gemini,https://www.classicgrowers.in,needs_review,low,1,home loan,medium,,,,,2026-04-03T15:36:23.621882
661,Classic Growers  Ltd.,Vehicle Loan,Vehicle Loan,,,,,,,[],,,,,,,,,,,[],"[""Andhra Pradesh"", ""Bihar"", ""Delhi"", ""Gujarat"", ""Haryana"", ""Karnataka"", ""Maharashtra"", ""Punjab"", ""Rajasthan"", ""Tamil Nadu""]",,0.1,gemini,https://www.classicgrowers.in,needs_review,low,1,vehicle loan,medium,,,,,2026-04-03T15:36:23.622099
662,Comero Leasing & Financials Pvt. Ltd.,Personal Loan,Personal Loan,,5.0,,,21,60,"[""salaried"", ""self-employed""]",,,,18.0,,,36,,True,False,[],"[""Delhi""]","Minimum monthly income: ₹15,000 for Salaried individuals, ₹20,000 for Self-Employed individuals. Processing fee up to 3% of the loan amount.",0.6,gemini,https://www.comero.in,pending,medium,1,personal loan,low,,,,,2026-04-03T15:36:41.540566
663,"Comfort Fincap Limited(Formerly, Parasnath Textiles Ltd)",Consumer Durable Loan,Consumer Durable Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.comfortfincap.com,needs_review,low,1,consumer durable loan,medium,,,,,2026-04-03T15:37:04.046869
663,"Comfort Fincap Limited(Formerly, Parasnath Textiles Ltd)",MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.comfortfincap.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:37:04.047146
663,"Comfort Fincap Limited(Formerly, Parasnath Textiles Ltd)",Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.comfortfincap.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:37:04.047306
663,"Comfort Fincap Limited(Formerly, Parasnath Textiles Ltd)",Rural Loan,Rural Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.comfortfincap.com,needs_review,low,1,rural loan,medium,,,,,2026-04-03T15:37:04.047447
663,"Comfort Fincap Limited(Formerly, Parasnath Textiles Ltd)",Supply Chain Finance,Supply Chain Finance,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.comfortfincap.com,needs_review,low,1,supply chain finance,medium,,,,,2026-04-03T15:37:04.047596
663,"Comfort Fincap Limited(Formerly, Parasnath Textiles Ltd)",Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://www.comfortfincap.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:37:04.047741
664,Concord Marketing & Financiers Pvt. Ltd.,Working Capital,Working Capital,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://concordfintech.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:37:29.557142
664,Concord Marketing & Financiers Pvt. Ltd.,Business Loan,Business Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://concordfintech.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:37:29.557373
664,Concord Marketing & Financiers Pvt. Ltd.,MSME Loan,MSME Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://concordfintech.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:37:29.557498
664,Concord Marketing & Financiers Pvt. Ltd.,Home Loan,Home Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://concordfintech.com,needs_review,low,1,home loan,medium,,,,,2026-04-03T15:37:29.557748
664,Concord Marketing & Financiers Pvt. Ltd.,Education Loan,Education Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],[],,0.1,heuristic,https://concordfintech.com,needs_review,low,1,education loan,medium,,,,,2026-04-03T15:37:29.557999
664,Concord Marketing & Financiers Pvt. Ltd.,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://concordfintech.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:37:29.558139
666,Coracle Capital Consulting And Corporate Services Private Limited,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""Uttar Pradesh""]",,0.1,gemini,https://www.coraclefinance.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:38:18.311961
666,Coracle Capital Consulting And Corporate Services Private Limited,Home Loan,Home Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""Uttar Pradesh""]",,0.1,gemini,https://www.coraclefinance.com,needs_review,low,1,home loan,medium,,,,,2026-04-03T15:38:18.312061
666,Coracle Capital Consulting And Corporate Services Private Limited,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,True,"[""property""]","[""Delhi"", ""Uttar Pradesh""]",,0.1,gemini,https://www.coraclefinance.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:38:18.312135
666,Coracle Capital Consulting And Corporate Services Private Limited,MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""Uttar Pradesh""]",,0.1,gemini,https://www.coraclefinance.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:38:18.312201
666,Coracle Capital Consulting And Corporate Services Private Limited,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""Uttar Pradesh""]",,0.1,gemini,https://www.coraclefinance.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:38:18.312265
667,Credit Wise Capital Private Limited,Two Wheeler Loan,Two Wheeler Loan,,,,,18,65,"[""salaried"", ""self-employed""]",12.0,,,,,,48,,,,[],[],"Minimum monthly income: ₹12,000 for salaried individuals and ₹15,000 for self-employed individuals. IT Returns required: latest Form 16 or IT Returns for salaried, latest 2 years' IT Returns for self-employed.",0.3,gemini,https://www.creditwisecapital.com,needs_review,medium,1,two wheeler loan,low,True,True,,,2026-04-03T15:38:38.186065
668,Creditaccess Grameen Limited,Microfinance,Microfinance,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.creditaccessgrameen.in,needs_review,low,1,microfinance,medium,,,,,2026-04-03T15:39:09.463802
668,Creditaccess Grameen Limited,Rural Loan,Rural Loan,,,,,,,"[""agriculture""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.creditaccessgrameen.in,needs_review,low,1,rural loan,medium,,,,,2026-04-03T15:39:09.464015
668,Creditaccess Grameen Limited,Personal Loan,Personal Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.creditaccessgrameen.in,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:39:09.464452
668,Creditaccess Grameen Limited,Home Loan,Home Loan,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.creditaccessgrameen.in,needs_review,low,1,home loan,medium,,,,,2026-04-03T15:39:09.464635
669,Criss Financial Ltd (Formerly Criss Financial Holdings Ltd),Business Loan,Business Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://crissfin.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:39:38.812864
669,Criss Financial Ltd (Formerly Criss Financial Holdings Ltd),MSME Loan,MSME Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://crissfin.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:39:38.813095
669,Criss Financial Ltd (Formerly Criss Financial Holdings Ltd),Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://crissfin.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:39:38.813254
669,Criss Financial Ltd (Formerly Criss Financial Holdings Ltd),Personal Loan,Personal Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],[],,0.1,heuristic,https://crissfin.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:39:38.813374
669,Criss Financial Ltd (Formerly Criss Financial Holdings Ltd),Rural Loan,Rural Loan,,,,,,,"[""agriculture""]",,,,,,,,,,,[],[],,0.1,heuristic,https://crissfin.com,needs_review,low,1,rural loan,medium,,,,,2026-04-03T15:39:38.813482
670,CRSP Capital Private Limited,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""Rajasthan""]",,0.1,gemini,https://crspcapital.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:40:00.345353
670,CRSP Capital Private Limited,MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],"[""Rajasthan""]",,0.1,gemini,https://crspcapital.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:40:00.345482
671,CSL Finance Limited,Business Loan,Business Loan,,,,,25,65,"[""business""]",,10.0,3,,,,,,,,[],"[""Delhi"", ""Gujarat"", ""Haryana"", ""Punjab"", ""Rajasthan"", ""Uttar Pradesh"", ""Uttarakhand""]",,0.2,gemini,https://www.cslfinance.in,needs_review,low,1,business loan,medium,True,True,True,2,2026-04-03T15:40:37.837875
671,CSL Finance Limited,MSME Loan,MSME Loan,,,,,21,60,"[""business""]",,,2,,,,,,,,[],"[""Delhi"", ""Gujarat"", ""Haryana"", ""Punjab"", ""Rajasthan"", ""Uttar Pradesh"", ""Uttarakhand""]",Business must be registered as an MSME.,0.3,gemini,https://www.cslfinance.in,needs_review,low,1,msme loan,medium,True,True,True,,2026-04-03T15:40:37.837964
671,CSL Finance Limited,Working Capital Loan,Working Capital,,,,,25,65,"[""business""]",,,3,,,,,,,,[],"[""Delhi"", ""Gujarat"", ""Haryana"", ""Punjab"", ""Rajasthan"", ""Uttar Pradesh"", ""Uttarakhand""]",Business should have a stable cash flow.,0.3,gemini,https://www.cslfinance.in,needs_review,low,1,working capital loan,medium,True,True,True,,2026-04-03T15:40:37.838030
672,D S G Investments Private Limited,MSME Loan,MSME Loan,1.0,500.0,700,,21,65,"[""business""]",,10.0,3,10.5,,,,,,False,[],[],Business must be registered with appropriate authorities.,0.6,gemini,https://www.dsginvest.com,pending,low,1,msme loan,high,True,True,True,2,2026-04-03T15:41:17.856326
673,Daga Business & Credit  Pvt. Ltd.,Working Capital,Working Capital,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.dagabusiness.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:41:46.536582
673,Daga Business & Credit  Pvt. Ltd.,Business Loan,Business Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.dagabusiness.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:41:46.536864
673,Daga Business & Credit  Pvt. Ltd.,MSME Loan,MSME Loan,,,,,,,"[""self_employed_non_professional"", ""business""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.dagabusiness.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:41:46.537002
673,Daga Business & Credit  Pvt. Ltd.,Education Loan,Education Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.dagabusiness.com,needs_review,low,1,education loan,medium,,,,,2026-04-03T15:41:46.537145
673,Daga Business & Credit  Pvt. Ltd.,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,,[],[],,0.0,heuristic,https://www.dagabusiness.com,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:41:46.537265
673,Daga Business & Credit  Pvt. Ltd.,Personal Loan,Personal Loan,,,,,,,"[""salaried"", ""self-employed""]",,,,,,,,,,,[],[],,0.1,heuristic,https://www.dagabusiness.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:41:46.537379
674,Daga Finvest (P) Ltd.,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://dagafin.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:42:02.160716
674,Daga Finvest (P) Ltd.,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://dagafin.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:42:02.160894
674,Daga Finvest (P) Ltd.,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://dagafin.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:42:02.161023
675,Daga Mercantiles & Finance   Pvt. Ltd.,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://dagafin.com,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:42:20.204177
675,Daga Mercantiles & Finance   Pvt. Ltd.,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://dagafin.com,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:42:20.204334
675,Daga Mercantiles & Finance   Pvt. Ltd.,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""West Bengal""]",,0.1,gemini,https://dagafin.com,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:42:20.204450
676,Dagger Garments  Pvt.  Ltd.,Business Loan,Business Loan,,,,,,,[],,,,,,,,,,,[],"[""Maharashtra""]",,0.1,gemini,https://www.daggergarments.in,needs_review,low,1,business loan,medium,,,,,2026-04-03T15:42:43.309589
676,Dagger Garments  Pvt.  Ltd.,Loan Against Property,Loan Against Property,,,,,,,[],,,,,,,,,,True,"[""property""]","[""Maharashtra""]",,0.1,gemini,https://www.daggergarments.in,needs_review,low,1,loan against property,medium,,,,,2026-04-03T15:42:43.309784
676,Dagger Garments  Pvt.  Ltd.,Personal Loan,Personal Loan,,,,,,,[],,,,,,,,,,,[],"[""Maharashtra""]",,0.1,gemini,https://www.daggergarments.in,needs_review,low,1,personal loan,medium,,,,,2026-04-03T15:42:43.309918
676,Dagger Garments  Pvt.  Ltd.,Working Capital,Working Capital,,,,,,,[],,,,,,,,,,,[],"[""Maharashtra""]",,0.1,gemini,https://www.daggergarments.in,needs_review,low,1,working capital,medium,,,,,2026-04-03T15:42:43.310084
677,Danta Vyapar Kendra Ltd,MSME Loan,MSME Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""West Bengal""]",,0.1,gemini,https://dantavyapar.com,needs_review,low,1,msme loan,medium,,,,,2026-04-03T15:43:12.061427
677,Danta Vyapar Kendra Ltd,Rural Loan,Rural Loan,,,,,,,[],,,,,,,,,,,[],"[""Delhi"", ""West Bengal""]",,0.1,gemini,https://dantavyapar.com,needs_review,low,1,rural loan,medium,,,,,2026-04-03T15:43:12.061706
